"﻿""Название предмета""";Сезонность ниши;Дата обнаружения;Товары, шт.;Количество новинок;Товары с остатками, шт.;% товаров с остатками;Товары с продажами, шт.;% товаров с продажами;% товаров с продажами от товаров с движением;Бренды;Бренды с продажами;% брендов с продажами;Продавцы;Продавцы с продажами;% продавцов с продажами;Продажи, шт.;Выручка, ₽;Упущенная выручка, ₽;Упущенная выручка %;Потенциал, ₽;Суммарные остатки, шт.;Замороженный остаток, шт.;Замороженный остаток в цене, ₽;Замороженный остаток, %;Оборачиваемость, дн.;Минимальная цена, ₽;Максимальная цена, ₽;Средняя цена, ₽;Медианная цена, ₽;Минимальная цена с продажами, ₽;Максимальная цена с продажами, ₽;Средняя цена с продажами, ₽;Медианная цена с продажами, ₽;Средний рейтинг;Средний рейтинг с продажами;Процент выкупа, %
Автотовары / Запчасти для грузовиков и спецтехники / Подвеска грузовых автомобилей;2;2020-11-06;49618;6364;1596;3,22;640;1,29;40,1;1021;170;16,65;1149;249;21,67;2429;3236417;5230216;61,77;8466633;7806;5623;6761404;72,03;96,41;47;888888;5714,31;2795;55;100000;2353,28;1115;4,85;4,01;86,1
Спорт и отдых / Виды спорта / Спортивная гимнастика / Магнезия и гимнастические накладки;2;2020-08-03;5534;2276;163;2,95;134;2,42;82,21;110;32;29,09;3150;43;1,37;4845;3235801;1098147;25,34;4333948;6313;2026;1524251;32,09;39,09;44;835095;3278,3;424;44;6903;1743,68;1079,5;4,69;4,63;75,6
Красота и здоровье / Макияж / Брови / Тени для бровей;1;2020-01-04;6892;2059;252;3,66;206;2,99;81,75;211;66;31,28;3569;75;2,1;10227;3223722;976788;23,25;4200510;14821;6110;2555700;41,23;43,48;76;199272;3587,58;771;121;2456;530,47;402;4,8;4,78;84,8
Аксессуары / Мужские аксессуары / Бижутерия мужская / Зажимы и запонки бижутерные мужские;2;2020-01-04;78008;15332;1377;1,77;814;1,04;59,11;244;61;25;18705;106;0,57;7090;3210918;1390321;30,22;4601239;27126;19864;14401999;73,23;114,78;0;824686;17839,97;715;135;19186;982,57;612;4,8;4,69;70,6
Спорт и отдых / Товары для велоспорта / Крылья и брызговики велосипедные;3;2020-01-04;40366;8461;818;2,03;441;1,09;53,91;434;82;18,89;13535;153;1,13;2952;3209170;2067117;39,18;5276287;9101;6406;7206719;70,39;92,49;67;194693;2497,03;659;106;18508;1491,27;932;4,69;4,46;79,9
Автотовары / Запчасти для легковых автомобилей / Система зажигания / Свечи накаливания;2;2020-01-04;26536;2813;740;2,79;401;1,51;54,19;302;66;21,85;992;154;15,52;2336;3203927;6819403;68,04;10023330;2356;1239;2270931;52,59;30,26;77;46390570;6093,91;1996,5;233;31241;2179,23;1268;4,77;4,13;91,6
Дом и сад / Хранение вещей / Чехлы для обуви;2;2020-01-04;31622;5978;370;1,17;285;0,9;77,03;225;55;24,44;10851;127;1,17;8105;3197535;537173;14,38;3734708;18739;10737;5822470;57,3;69,36;20;877509;2757,58;322;56;4455;675,97;500;4,7;4,71;83,1
Товары для курения и аксессуары / Товары для курения / Аксессуары и комплектующие для кальянов / Уголь, розжиг, плитка для кальянов;2;2020-01-04;1393;399;90;6,46;82;5,89;91,11;78;20;25,64;905;37;4,09;4821;3196536;1275626;28,52;4472162;4780;1097;1098225;22,95;29,74;123;160169;6277,8;3317;150;20500;1506,82;996;4,63;4,2;71,1
Хобби и творчество / Музыкальные инструменты / Аксессуары к музыкальным инструментам / Аксессуары для клавишных;2;2020-01-04;38795;8970;276;0,71;202;0,52;73,19;364;45;12,36;11147;87;0,78;3234;3184724;2092699;39,65;5277423;2216;563;948400;25,41;20,56;0;3038338;3031,97;681;108;15908;1892,99;1152,5;4,76;4,46;69,0
Строительство и ремонт / Крепеж и фурнитура / Такелаж / Блоки и зажимы для тросов;2;2020-01-04;23697;4934;1204;5,08;801;3,38;66,53;360;63;17,5;6184;115;1,86;12279;3182830;1014478;24,17;4197308;49678;34913;9054241;70,28;121,37;0;196369;1948,24;570;33;8743;503,38;257;4,89;4,87;85,5
Строительство и ремонт / Средства защиты и пожаротушения / Аварийные ограждения;2;2020-01-04;20098;4427;260;1,29;190;0,95;73,08;256;50;19,53;6414;87;1,36;7087;3178634;1059848;25,01;4238482;15115;8507;8594130;56,28;63,98;67;828115;5743,15;2012;108;8634;1272,43;623;4,69;4,46;87,1
Спорт и отдых / Зимний спорт / Сноуборды;3;2020-01-04;12151;3609;110;0,91;80;0,66;72,73;239;19;7,95;2988;28;0,94;203;3175595;12153863;79,28;15329458;210;119;2142294;56,67;31,03;413;389000;24486,11;17176;568;100980;18546,1;16696;4,87;4,01;79,5
Дом и сад / Религиозные предметы / Коврики для намаза;2;2020-01-04;16756;10924;438;2,61;353;2,11;80,59;110;40;36,36;4341;86;1,98;2994;3173828;2746751;46,39;5920579;2957;1264;1852038;42,75;29,63;76;192315;7549,98;11271;167;15417;1546,06;1156;4,85;4,87;81,8
Строительство и ремонт / Силовая техника и оборудование / Малая строительная техника;2;2020-01-04;5259;1252;85;1,62;41;0,78;48,24;205;18;8,78;2534;22;0,87;158;3167318;946719;23,01;4114037;631;484;5324464;76,7;119,81;360;3667140;32702,09;16361;941;139667;29608;14535;4,77;4,19;89,7
Автотовары / Автоаксессуары и принадлежности / Интерьер автомобиля / Козырьки солнцезащитные в автомобиль;1;2020-01-04;78134;14378;825;1,06;486;0,62;58,91;572;61;10,66;14141;153;1,08;4399;3162681;3627775;53,42;6790456;6199;2753;2637826;44,41;42,28;0;853615;2199,85;1173;132;9900;1713,6;1182;4,68;4,51;84,0
Дом и сад / Ритуальные товары / Цветы для кладбища;2;2021-03-13;4763;1061;489;10,27;333;6,99;68,1;50;18;36;1539;51;3,31;1983;3159647;3011063;48,8;6170710;2645;1288;2348795;48,7;40,02;13;193085;2370,9;1208;13;105435;3510,21;1880;4,85;4,76;81,6
Строительство и ремонт / Водоснабжение / Запорная и регулирующая арматура / Регулирующая арматура;2;2020-02-28;5421;1212;221;4,08;139;2,56;62,9;242;37;15,29;2833;69;2,44;2027;3159162;3709461;54,01;6868623;3595;1734;3117869;48,23;53,21;16;406978;10789,42;2304;171;50626;4607,74;2205;4,8;4,45;86,8
Ювелирные украшения / Часы ювелирные / Золотые часы;2;2020-01-04;1405;53;26;1,85;25;1,78;96,15;4;3;75;10;3;30;77;3145546;5459190;63,44;8604736;88;24;706222;27,27;34,29;21858;399999;151448,2;130800;21858;94227;43890,48;41733;4,9;4,89;77,1
Книги / Нехудожественная литература / Книги: Религия;2;2020-01-04;8565;0;4015;46,88;492;5,74;12,25;16;5;31,25;270;118;43,7;3264;3142149;2888508;47,9;6030657;8417;6012;4970307;71,43;77,36;5;276504;2012,09;618;104;33334;1313,98;782,5;4,92;4,48;91,8
Дом и сад / Дача и сад / Садовый инструмент / Наборы садовых инструментов;3;2020-01-04;143429;32365;312;0,22;197;0,14;63,14;505;73;14,46;15212;145;0,95;4830;3138750;2708351;46,32;5847101;9526;5415;5293795;56,84;59,17;0;848508;1623,2;547;51;19878;2420,73;819;4,74;4,55;90,2
Спорт и отдых / Виды спорта / Конный спорт / Защита всадника;2;2020-10-24;3371;0;121;3,59;87;2,58;71,9;61;19;31,15;1613;21;1,3;493;3137256;1371282;30,42;4508538;1294;784;4140347;60,59;78,74;50;353348;5611,01;3194;299;46023;10945,79;7396;4,86;4,52;78,5
Одежда / Мужская одежда / Домашняя одежда мужская / Толстовки домашние мужские;2;2020-01-04;10078;0;1093;10,85;389;3,86;35,59;78;35;44,87;153;35;22,88;1599;3133753;1868392;37,35;5002145;1823;1351;3125060;74,11;34,2;235;25951;3042,06;3107;599;12992;1648,29;1486;4,74;4,72;57,7
Хобби и творчество / Рисование / Аксессуары для рисования / Кистемойки для рисования;3;2020-01-04;13558;3265;250;1,84;187;1,38;74,8;180;50;27,78;6450;72;1,12;18095;3125864;527424;14,44;3653288;33357;14864;5570658;44,56;55,3;25;855006;2017,33;536;29;2182;415,71;227;4,86;4,77;67,4
Автотовары / Автоаксессуары и принадлежности / Интерьер автомобиля / Стекла для салона автомобиля;2;2020-01-04;41261;12272;604;1,46;346;0,84;57,28;404;31;7,67;9439;69;0,73;3063;3116488;1219022;28,12;4335510;8868;5557;6343769;62,66;86,86;0;277415;3089,78;1161,5;179;5582;1355,83;1103;4,5;4,45;87,3
Спорт и отдых / Водный спорт и отдых на воде / Плавание / Жилеты и нарукавники для плавания;2;2020-01-04;21691;4782;600;2,77;474;2,19;79;197;56;28,43;7165;159;2,22;6288;3113605;2163426;41;5277031;7190;3020;2409569;42;34,3;70;865059;3381,64;809;127;12780;1063,83;511;4,79;4,61;78,0
Автотовары / Запчасти для грузовиков и спецтехники / Система отопления, охлаждения грузовых автомобилей;1;2020-11-12;22019;3504;824;3,74;438;1,99;53,16;737;109;14,79;823;160;19,44;2142;3110878;6028637;65,96;9139515;4490;2515;4429088;56,01;62,89;61;999999;13804,05;5102,5;95;49791;3257,03;1503;4,8;4,19;90,2
Строительство и ремонт / Крепеж и фурнитура / Фурнитура и комплектующие для мебели / Подлокотники для мебели;2;2020-09-18;7070;1956;115;1,63;107;1,51;93,04;66;27;40,91;5117;54;1,06;1917;3108645;1898950;37,92;5007595;2649;910;1660259;34,35;41,46;120;963673;7912,05;2412,5;184;7084;1843,43;1474;4,68;4,69;87,3
Строительство и ремонт / Водоснабжение / Водоочистка и фильтры / Жироуловители и пескоуловители;2;2020-02-08;7356;1516;149;2,03;107;1,45;71,81;90;11;12,22;4612;18;0,39;460;3082894;2438496;44,16;5521390;405;156;1521044;38,52;26,41;34;206219;4300,88;424;1145;20523;8051,5;7126;4,63;4,26;86,8
Хобби и творчество / Лепка и скульптура / Создание слаймов;2;2020-01-04;6764;1595;172;2,54;144;2,13;83,72;153;31;20,26;3831;53;1,38;4145;3077126;1171118;27,57;4248244;6354;2235;1780808;35,17;45,99;45;198971;2882,94;637;109;2828;723,51;553,5;4,59;3,89;84,3
Бытовая техника / Техника для красоты и здоровья / Приборы для завивки и аксессуары / Аксессуары для стайлеров и щипцов;1;2020-01-04;911;0;62;6,81;50;5,49;80,65;35;8;22,86;610;16;2,62;1306;3049797;256403;7,76;3306200;2664;1348;5220746;50,6;61,19;67;67809;1912,33;713;471;13689;2881,58;2278;4,63;4,63;92,1
Мебель / Мебель для бизнеса / Мебель для швей;2;2021-10-30;726;110;22;3,03;20;2,75;90,91;13;6;46,15;216;6;2,78;352;3038476;1554633;33,85;4593109;150;30;341285;20;12,78;10;324686;34706,27;31408,5;5176;17537;9793,7;8812,5;4,85;4,49;80,8
Строительство и ремонт / Строительные материалы / Металлопрокат и металлоконструкции / Крепежная проволока;2;2020-01-04;35479;1896;1000;2,82;583;1,64;58,3;135;37;27,41;1484;82;5,53;6217;3038464;2056634;40,36;5095098;15719;9847;7485099;62,64;75,85;26;137513;3108,77;1275;126;6127;826,62;614;4,81;4,7;86,2
Дом и сад / Дача и сад / Отдых и пикник / Сумки и чехлы для грилей и мангалов;2;2020-01-04;15261;3501;532;3,49;321;2,1;60,34;301;68;22,59;7122;113;1,59;3886;3031444;758726;20,02;3790170;7815;4153;5905611;53,14;60,33;77;828182;8094,07;1610;114;18961;1491,89;976;4,8;4,85;87,5
Электроника / Ноутбуки, планшеты и электронные книги / Чехлы для электронных книг;1;2020-01-04;49163;8412;805;1,64;521;1,06;64,72;134;21;15,67;12672;45;0,36;2990;3030212;4560078;60,08;7590290;3819;2089;1802386;54,7;38,32;77;863495;6993,07;983;226;19999;1457,9;1221;4,84;4,81;92,4
Дом и сад / Дача и сад / Садовая техника / Вертикуттеры и аэраторы;3;2020-01-04;2664;390;52;1,95;29;1,09;55,77;96;15;15,62;1652;21;1,27;152;3029862;1751320;36,63;4781182;1242;1079;33413108;86,88;245,13;227;482044;14424,98;6894;7236;65000;22032,62;19416;4,67;4,44;90,4
Спорт и отдых / Виды спорта / Спортивная гимнастика / Оборудование для спортивной гимнастики;2;2020-08-03;6882;2295;139;2,02;112;1,63;80,58;98;17;17,35;3304;29;0,88;2106;3020702;1492606;33,07;4513308;3914;1676;2436045;42,82;55,75;77;247116;9864,85;3484;248;71002;2427,64;1117,5;4,65;4,65;77,7
Строительство и ремонт / Водоснабжение / Водоотведение и канализация / Сливные шланги;1;2020-01-04;17353;4154;296;1,71;221;1,27;74,66;211;38;18,01;4735;75;1,58;10313;3020086;401608;11,74;3421694;13334;3962;1900302;29,71;38,79;56;13405826;2725,38;391;136;3918;530,2;359;4,78;4,86;86,9
Продукты питания / Масла, соусы и специи / Соусы / Соус терияки;2;2020-01-04;168;0;41;24,4;37;22,02;90,24;47;22;46,81;79;23;29,11;7116;3017739;148235;4,68;3165974;7664;856;396662;11,17;32,31;56;3666;866,43;683,5;156;1716;504,78;431;4,91;4,89;97,3
Автотовары / Мототовары / Мотохимия / Смазки для мотоциклетной цепи;2;2020-01-04;499;0;115;23,05;96;19,24;83,48;91;37;40,66;156;46;29,49;4348;3017443;492324;14,03;3509767;11553;7088;5793666;61,35;79,71;156;44614;1618,13;1011;183;9025;816,05;666;4,88;4,87;89,7
Строительство и ремонт / Строительные материалы / Кровля и комплектующие / Кровля;2;2020-06-19;4177;421;420;10,06;242;5,79;57,62;107;27;25,23;630;73;11,59;1279;3002044;3360396;52,82;6362440;2742;1857;6219318;67,72;64,32;32;400000;6947,48;3792;356;24103;3336,89;2079,5;4,81;4,66;87,9
Аксессуары / Детские аксессуары / Аксессуары для девочек / Галстуки для девочек;2;2020-01-04;33235;3511;731;2,2;467;1,41;63,89;111;63;56,76;5429;104;1,92;8442;2995622;858171;22,27;3853793;31801;23059;11429960;72,51;113,01;67;135179;8143;690,5;99;6656;577,1;439;4,86;4,87;70,8
Дом и сад / Посуда и кухонные принадлежности / Столовые приборы / Ножи столовые;2;2020-01-04;56718;12002;453;0,8;270;0,48;59,6;451;71;15,74;25635;115;0,45;5684;2989425;927747;23,68;3917172;15154;7576;4864101;49,99;79,98;0;17145362;14433,63;4309,5;152;8870;1226,19;803;4,71;4,54;83,1
Туризм, рыбалка, охота / Туризм и отдых на природе / Горелки, походные печи и газовые обогреватели / Газовые баллоны, топливо для горелок и ламп;2;2020-01-04;987;87;116;11,75;101;10,23;87,07;75;18;24;190;35;18,42;9087;2974482;1105002;27,09;4079484;8562;3155;1688043;36,85;28,27;69;60000;2024,06;1141;69;5095;859,08;654;4,88;4,8;83,8
Спорт и отдых / Бег / Обувь и аксессуары для легкой атлетики;2;2020-02-11;33781;10095;291;0,86;219;0,65;75,26;160;35;21,88;5911;48;0,81;1186;2967929;2759569;48,18;5727498;2283;1264;2752704;55,37;57,75;76;835553;3479,99;2256;172;25548;4717,02;2857;4,73;4,51;40,0
Хобби и творчество / Моделизм / Модели автомобилей и мотоциклов;2;2020-01-04;108325;11329;1744;1,61;681;0,63;39,05;747;72;9,64;20584;149;0,72;1740;2963889;12241749;80,51;15205638;1356;763;2611131;56,27;23,38;0;894090;4243,67;2620;133;12263;2016,91;1341;4,82;4,57;85,6
Строительство и ремонт / Средства защиты и пожаротушения / Пожарное оборудование / Пожарный инвентарь;2;2020-08-03;9401;2321;252;2,68;190;2,02;75,4;212;22;10,38;4311;52;1,21;3551;2932500;2631837;47,3;5564337;6553;3845;3757200;58,68;55,36;77;247840;7483,63;2717,5;167;23978;2325,23;1127;4,77;4,47;89,6
